track_name,artist,genre,popularity,duration_ms,energy,valence,danceability,mode
True study do,Ryan Hahn,reggae,62,196375,0.69,0.8,0.93,0
Catch raise,Abigail Watkins,classical,75,282378,0.62,0.69,0.18,1
Adult ball church hold,Alyssa Kelley,rock,13,165262,0.18,0.91,0.95,1
Level everybody rise,Donna Ellis,electronic,71,239119,0.18,0.02,0.86,0
Pull need,Marvin Shaw,hip hop,48,166176,0.38,0.32,0.81,1
First level arm,Erika Norton,electronic,94,120395,0.69,0.82,0.2,1
Face material,Clayton Stone,jazz,56,124855,0.3,0.84,0.5,1
Mouth likely rise,Antonio Jones,pop,59,125455,0.8,0.01,0.37,1
Art,Amanda Huffman,folk,44,138709,0.61,0.87,0.19,1
Usually heart marriage,Julia Green,reggae,79,167620,0.4,0.63,0.21,1
Power size,Donna Ellis,metal,34,168493,0.45,0.5,0.32,0
Catch under,Mary Martin,hip hop,72,160268,0.02,0.08,0.4,0
Mrs,Kathryn Holloway,hip hop,17,127281,0.65,0.57,0.93,0
International road time,Marvin Shaw,jazz,9,204562,0.92,0.96,0.77,0
As story,Anne Flynn,pop,75,203295,0.32,0.66,0.58,0
Look relate,William Rivera,metal,59,295210,0.72,0.15,0.41,1
Generation always training,Christopher Higgins,hip hop,55,218823,0.08,0.66,0.62,0
International pick level,Kyle Brady,folk,12,170995,0.2,0.11,0.65,0
Civil night short,Antonio Jones,pop,73,260098,0.85,0.22,0.86,0
Deal walk,Jesse Mccarthy,rock,19,144736,0.95,0.17,0.08,1
Catch,Brandi Yates,folk,14,217645,0.54,0.87,0.54,1
Picture car thank,Clayton Stone,metal,1,147258,0.76,0.11,0.33,0
Expert draw difficult,Clayton Stone,metal,39,155013,0.84,0.67,0.04,1
Figure raise,Darrell Lewis,hip hop,64,250502,0.44,0.52,0.24,1
Or fear,Charles Conley,folk,99,221637,0.64,0.28,0.87,1
Democratic exist,Kathryn Holloway,rock,55,153895,0.22,0.66,0.11,0
Phone cut tax,Anne Flynn,metal,22,139687,0.19,0.02,0.69,0
Draw better spend,Lacey Shaw,jazz,78,186305,0.53,0.8,0.11,1
Brother little,Darrell Lewis,folk,98,149338,0.09,0.86,0.45,1
Hospital significant,Darrell Lewis,jazz,88,258109,0.1,0.16,0.7,0
Statement company science,Richard Fields,folk,7,177498,0.88,0.42,0.02,0
Score off nature,Ryan Hahn,pop,0,211182,0.94,0.75,0.54,0
Usually life product,Alexa Pace,folk,24,145260,0.0,0.63,0.33,0
Evening,William Rivera,jazz,67,181588,0.55,0.0,0.36,0
Watch,Jesus Flores,metal,21,293011,0.78,0.77,0.06,1
Interest can,Christopher Gomez,metal,89,233297,0.16,0.46,0.44,0
Natural dream somebody benefit,Jesse Mccarthy,electronic,71,174213,0.88,0.5,0.89,0
Ready,Lindsay Orr,electronic,52,141837,0.51,0.63,0.88,1
Fish need this,Alexa Pace,hip hop,58,147460,0.25,0.55,0.97,0
Subject your now,William Livingston,pop,24,160646,0.66,0.79,0.2,0
These their,Abigail Watkins,hip hop,86,261705,0.85,0.73,0.22,0
Hear tough often,Edward Mitchell,reggae,76,136593,0.53,0.33,0.94,0
Strong care,Lindsay Orr,metal,63,221093,0.09,0.04,0.76,1
Film doctor win,Wesley Nelson,hip hop,81,261092,0.52,0.86,0.81,0
Part none hit,Jesus Flores,rock,16,242444,0.61,0.96,0.12,0
Set guy late break,Ebony Frey,classical,53,271926,0.85,0.64,0.54,1
Dark cause fact,Brandi Yates,classical,63,166712,0.73,0.02,0.72,0
Environmental data,Kathryn Ruiz,metal,47,224661,0.53,0.76,0.61,1
Care,Destiny Roberts,rock,41,237497,0.2,0.62,0.59,0
Guess significant off,Charles Conley,classical,28,277900,0.27,0.44,0.64,1
Body life across,Destiny Roberts,jazz,74,279338,0.02,0.27,0.48,1
Usually point,Ebony Frey,metal,38,136496,0.76,0.57,0.4,0
Choose feel receive,Wesley Nelson,folk,70,276051,0.46,0.69,0.5,1
Magazine ten create,Alexa Pace,jazz,35,139731,0.95,0.19,0.61,1
Artist herself more rock,Kathleen Lang,rock,59,183578,0.29,0.46,0.94,1
Him lay keep,Alexa Pace,electronic,93,272443,0.54,0.53,1.0,1
Scientist top sell hear,Richard Fields,folk,33,196025,0.32,0.79,0.17,1
Official surface,Charles Conley,pop,21,151003,0.84,0.99,0.16,0
These drive,Christopher Higgins,reggae,50,224913,0.29,0.6,0.06,0
Arm example,Christopher Gomez,jazz,32,213996,0.52,0.77,0.0,0
Let couple,Kyle Brady,pop,61,199985,0.67,0.54,0.24,1
Something seat,Edward Mitchell,jazz,13,265052,0.35,0.98,0.24,0
Fund decision action,Jennifer Mcpherson,reggae,1,132384,0.0,0.05,0.34,1
Always this drug,Abigail Watkins,metal,75,276353,0.36,0.2,0.91,1
Trip study central,Jonathan Atkins,metal,12,266265,0.26,0.57,0.83,1
Politics person democratic,John Evans,metal,72,133575,0.5,0.48,0.72,0
South bit network either,Jennifer Black,rock,60,162466,0.41,0.64,0.03,0
Cold nothing,Aaron Phillips,electronic,47,152211,0.05,0.27,0.3,1
Spring glass here,Kathryn Holloway,hip hop,76,131341,0.39,0.27,0.34,1
Explain heavy,Alexa Pace,folk,47,163210,0.3,0.04,0.14,0
Happen guess hot he,Charles Conley,rock,44,280243,0.6,0.87,0.14,1
Lawyer success,Jesse Mccarthy,hip hop,23,152737,0.61,0.33,0.22,1
Forget behind,Richard Fields,reggae,33,250784,0.31,0.9,0.3,1
Great increase,Jennifer Mcpherson,classical,76,178415,0.6,0.33,0.1,0
Pay give,Donna Ellis,folk,40,121600,0.49,0.08,0.14,1
Hard guess,Nichole Drake,classical,13,163574,0.7,0.86,0.6,0
Entire music tax,Alexa Pace,electronic,16,292598,0.18,0.09,0.87,1
Fund,Charlotte Jones,electronic,81,157535,0.63,0.46,0.16,1
Number water,Brittany Avila,folk,69,184587,0.62,0.56,0.71,1
Small fact,Charles Conley,folk,21,167433,0.58,0.31,0.68,1
Future similar room,Kristen Luna MD,hip hop,40,146582,0.41,0.98,0.33,1
Miss by,John Evans,rock,8,134349,0.34,0.05,0.85,0
Serve institution,Clayton Stone,classical,76,144312,0.26,0.45,0.27,0
Debate sea,Matthew Reese,classical,27,213486,0.77,0.3,0.87,1
Lose main,Janice Schaefer,rock,15,213429,0.58,0.7,0.98,1
Worker will before,Julia Green,electronic,37,278081,0.2,0.33,0.49,0
Option year town,Erika Norton,electronic,15,258897,0.22,0.08,0.79,0
Key next technology,Brittany Avila,electronic,66,277515,0.98,0.43,0.04,1
Season then success,Christopher Gomez,folk,22,265966,0.07,0.79,0.48,1
Anything firm,Wesley Nelson,electronic,36,265451,0.43,0.32,0.06,0
News ball,John Evans,rock,88,200145,0.41,0.83,0.21,1
Claim,Lindsay Orr,electronic,100,254180,0.05,0.51,0.86,1
Participant forget once,Amanda Huffman,metal,61,169280,0.29,0.87,0.5,1
Ability how,Edward Mitchell,reggae,48,162620,0.59,0.4,0.93,1
Sort economy forget,Nichole Drake,electronic,50,155796,0.59,0.58,0.89,1
Radio deal,Kyle Brady,jazz,6,279800,0.59,0.59,0.03,0
White his,Ryan Hahn,rock,68,276127,0.55,0.48,0.58,0
Different,Lacey Shaw,classical,12,142278,0.54,0.41,0.52,1
Actually recognize baby,Brittany Avila,hip hop,37,222200,0.28,0.94,0.78,1
Include visit,Ebony Frey,reggae,47,234829,0.17,0.91,0.37,1
Style can amount,Matthew Reese,classical,90,269688,0.35,0.52,0.95,0
Nation eye technology,Jesse Mccarthy,pop,18,138732,0.44,0.58,0.73,0
Grow man example,Clayton Stone,hip hop,67,261675,0.19,0.61,0.86,0
Whom,Wesley Nelson,reggae,42,272200,0.53,0.92,0.26,1
Always,Antonio Jones,rock,26,231530,0.5,0.87,0.52,1
Before question,Abigail Watkins,folk,10,167769,0.73,0.64,0.21,1
Pay subject,Christopher Gomez,metal,14,141473,0.58,0.61,0.99,0
Investment sure,Kyle Brady,jazz,73,122977,0.89,0.02,0.79,0
Network myself than,John Evans,rock,59,271281,0.05,0.32,0.56,1
However notice finally,Ebony Frey,metal,26,177936,0.82,0.37,0.63,1
Unit player,Christopher Gomez,folk,96,125417,0.75,0.46,0.75,1
Method quite animal,Destiny Roberts,electronic,86,223432,0.02,0.74,0.12,0
Amount look,Wesley Nelson,rock,31,259627,0.13,0.57,0.47,0
Smile figure case,Mary Martin,classical,15,183792,0.72,0.04,0.06,1
Experience describe ground,Abigail Watkins,folk,64,152248,0.04,0.33,0.88,1
Line world,Kristen Luna MD,electronic,59,174154,0.4,0.91,0.93,1
Grow local eight,Kathryn Ruiz,electronic,96,225396,0.14,0.44,0.22,1
Teach they experience,Nicholas Meyer,folk,76,225104,0.57,0.21,0.24,0
Street assume hot,Matthew Reese,pop,42,262751,0.32,0.87,0.75,1
Interesting assume fish,Jennifer Mcpherson,rock,81,196519,0.45,0.25,0.65,1
Nearly produce husband,William Rivera,metal,74,247754,0.57,0.36,0.79,0
Never letter key,Kathryn Ruiz,rock,37,184513,0.39,0.68,0.04,0
Provide provide rock happen,William Rivera,folk,60,247443,0.18,0.03,0.16,1
Other important,Kathleen Lang,metal,0,209945,0.91,0.29,0.52,1
Skin many,Julia Green,jazz,8,299033,0.41,0.03,0.1,1
Want off entire,Matthew Reese,classical,26,207755,0.54,0.82,0.92,1
Require bank find three,Christopher Higgins,jazz,47,152621,0.04,0.67,0.55,0
Exactly nothing,Nichole Drake,reggae,1,189221,0.14,0.42,0.42,0
Whether consumer team,Matthew Reese,jazz,33,297322,0.27,0.12,0.75,0
Time bit Republican range,Nichole Drake,classical,2,270823,0.41,0.8,0.42,1
Month color police,Jasmine Smith,jazz,96,292825,0.86,0.63,0.69,0
Out theory even,Jesse Mccarthy,hip hop,64,260661,0.76,0.28,0.61,1
Inside party,Charles Conley,jazz,96,211908,0.11,0.71,0.83,1
Sign,Edward Mitchell,folk,58,155595,0.85,0.12,0.27,0
Draw many total,Brittany Avila,pop,54,264912,0.96,0.99,0.79,1
Purpose view,Charlotte Jones,jazz,92,129205,0.2,0.95,0.59,0
Keep,Alyssa Kelley,folk,26,263753,0.47,0.65,0.36,0
Everything itself,Nichole Drake,electronic,51,194439,0.76,0.45,0.83,0
Notice sure,Kristen Luna MD,electronic,1,278608,0.01,0.91,0.94,1
Give fall old,Derrick Flores,electronic,81,229872,0.97,0.19,0.13,0
Of before,Julia Green,classical,100,163741,0.97,0.92,0.07,0
Lay,Roberto Heath,electronic,78,129135,0.72,0.36,0.46,0
Sea camera trouble,David Baker,jazz,35,137376,0.02,0.71,0.49,1
Before animal pretty,Darrell Lewis,rock,27,161827,0.27,1.0,0.24,0
Policy really,Jesus Flores,pop,61,281513,0.31,0.95,0.92,0
Soldier instead body,Christopher Gomez,jazz,59,127382,0.59,0.74,0.47,1
One serious positive,Darrell Lewis,jazz,52,173657,0.18,0.37,0.99,1
Put fill act,Jesse Mccarthy,hip hop,37,123667,0.27,0.89,0.65,0
Election candidate,Kathleen Lang,hip hop,12,148280,0.53,0.62,0.04,1
Only two,Jennifer Black,metal,55,146009,0.69,0.22,0.47,0
Left travel minute,Alexa Pace,folk,57,291127,0.17,0.93,0.15,0
Trade mission,Kathryn Holloway,pop,42,181982,0.39,0.8,0.72,0
Imagine stay,Erika Norton,classical,52,262528,0.58,0.01,0.46,1
Develop operation likely,Ryan Hahn,pop,12,249743,0.24,0.33,0.8,0
Deal number,Janice Schaefer,pop,27,281306,0.46,0.19,0.78,1
Difficult either bag,Lacey Shaw,hip hop,11,148614,0.2,0.81,0.57,1
More international,Brittany Avila,rock,49,249922,0.14,0.12,0.8,1
Wife town order,Kristen Luna MD,classical,99,193224,0.74,0.79,1.0,0
View security,Mr. Norman Bender DDS,hip hop,8,244246,0.83,0.45,0.31,1
Issue tree remain,Anne Flynn,pop,28,199045,0.29,0.79,0.9,0
Machine really condition,Anne Flynn,classical,11,289855,0.4,0.14,0.18,1
Stay it,Anne Flynn,rock,93,294147,0.73,0.58,0.31,1
Grow,Jesse Mccarthy,reggae,48,281749,0.02,0.67,0.42,1
Election growth,Abigail Watkins,classical,28,154222,0.47,0.08,0.47,1
Weight scientist campaign thought,Richard Fields,folk,86,155110,0.27,0.34,0.69,1
Source nice,Kathryn Ruiz,rock,4,154449,0.11,0.57,0.11,0
Stop be,Aaron Phillips,hip hop,69,226064,0.99,0.7,0.73,1
Threat town middle,Lindsay Orr,jazz,71,232187,0.79,0.91,0.51,1
Seek campaign ago,Nichole Drake,hip hop,59,219449,1.0,0.91,0.5,1
Weight somebody deal market,Janice Schaefer,jazz,33,126195,0.51,0.23,0.82,0
Me time cost sell,Darrell Lewis,rock,4,248632,0.29,0.85,0.13,1
Team protect beat,Christopher Higgins,jazz,6,225818,0.57,0.73,0.53,0
Tree population,Kathryn Holloway,metal,93,283925,0.13,0.2,0.33,0
Far account,Christopher Gomez,jazz,34,253657,0.44,0.45,0.95,0
Focus view build,Donna Ellis,rock,73,258355,0.41,0.27,0.19,0
Personal fire during,William Livingston,hip hop,21,172245,0.74,0.49,0.94,0
Structure range,Mary Martin,pop,42,120390,0.88,0.76,0.0,0
Know husband event level,Mr. Norman Bender DDS,pop,66,218802,0.25,0.29,0.71,1
Hair himself,William Rivera,reggae,75,149158,0.61,0.0,0.52,0
Serve discover,Julia Green,rock,15,226481,0.8,0.02,0.95,0
Laugh father anyone,Darrell Lewis,metal,96,284567,0.15,0.24,0.69,0
Today though idea,Edward Mitchell,reggae,74,296489,0.53,0.77,0.73,0
Hair,Wesley Nelson,metal,69,208300,0.3,0.99,0.95,1
Party model cover,Julia Green,reggae,49,184210,0.04,0.02,0.6,1
Doctor identify model,William Rivera,electronic,55,151127,0.89,0.72,0.24,1
Into brother indicate expert,Abigail Watkins,rock,66,142324,0.32,0.66,0.56,1
My,Kyle Brady,jazz,64,157099,0.76,0.96,0.31,0
Stock base,Matthew Reese,electronic,33,294255,0.01,0.36,0.32,0
Four town not hard,Kathleen Lang,jazz,52,127856,0.45,0.38,0.57,1
Inside bring,Ebony Frey,jazz,90,191653,0.86,0.43,0.15,0
Ago value,Ryan Hahn,rock,70,156162,0.27,0.64,0.02,0
Pretty generation player,Roberto Heath,folk,88,252905,0.15,0.14,0.22,1
While statement,Wesley Nelson,jazz,19,222519,0.14,0.53,0.5,0
Without recent line,Julia Green,reggae,88,205134,0.9,0.47,0.79,1
Newspaper school notice teacher,Kathleen Lang,electronic,39,161882,0.95,0.22,1.0,0
Memory leader smile,Jonathan Atkins,pop,11,161804,0.62,0.99,0.56,0
Experience support,Jasmine Smith,folk,42,148097,0.55,0.69,0.94,0
Answer glass,Mary Martin,classical,72,124692,0.29,0.87,0.4,0
Response sell break,Janice Schaefer,pop,77,165322,0.22,0.26,0.41,0
Look she something,Destiny Roberts,rock,71,183518,0.52,0.46,0.03,0
Some budget federal,Destiny Roberts,electronic,72,284402,0.43,0.35,0.13,1
Voice unit,Kristen Luna MD,folk,47,123022,0.5,0.43,0.75,0
Face different,Clayton Stone,jazz,48,132059,0.97,0.31,0.18,0
Fast rich treat,Kathleen Lang,reggae,28,286202,0.3,0.83,0.03,0
Sometimes share,William Rivera,classical,0,215931,0.5,0.74,0.63,0
Serious cell range environmental,Alyssa Kelley,jazz,19,188019,0.23,0.56,0.42,1
Development since,Christopher Gomez,metal,21,162777,0.94,0.76,0.75,0
Already exactly,Brandi Yates,reggae,23,223347,0.45,0.0,0.39,1
Unit human,Mary Martin,metal,89,224907,0.95,0.86,0.28,0
Future change left,Kathleen Lang,reggae,69,235867,0.51,0.84,0.79,1
Yourself decide,Janice Schaefer,reggae,10,293641,0.16,0.06,0.21,0
Sport oil,Kathleen Lang,pop,13,253761,0.3,0.57,0.99,0
Perform present begin,William Rivera,hip hop,40,191270,0.81,0.31,0.31,1
Sea staff special,Mr. Norman Bender DDS,metal,19,148957,0.15,0.34,0.64,1
Open church,Lacey Shaw,classical,45,187312,0.57,0.17,0.97,1
Attorney argue,Brittany Avila,jazz,11,152433,0.1,0.71,0.49,0
Situation forget he,Mr. Norman Bender DDS,folk,10,259249,0.15,0.25,0.86,1
Billion rise chance now,Clayton Stone,electronic,28,208437,0.68,0.79,0.5,0
Provide student game present,Jennifer Black,rock,66,192673,0.59,0.42,0.02,1
Away off fall,Julia Green,metal,99,124793,0.35,0.1,0.1,0
Stuff chance,Roberto Heath,hip hop,20,217273,0.31,0.66,0.28,0
Contain seek,Richard Fields,electronic,15,225237,0.05,0.61,0.95,1
Data break hair,William Rivera,pop,63,157297,0.1,0.73,0.87,1
Training whom deep,Ryan Hahn,pop,25,162770,0.06,0.7,0.11,1
Including great,Ebony Frey,folk,79,278437,0.91,0.05,0.09,1
Republican,Wesley Nelson,pop,26,198070,0.92,0.47,0.12,0
Seven they popular,Edward Mitchell,reggae,12,274584,0.82,0.76,0.55,0
Raise man,Matthew Reese,rock,96,221699,0.88,0.16,0.99,1
Foreign enough fight,Nicholas Meyer,pop,64,187730,0.1,0.65,0.85,1
Artist eat,Kyle Brady,folk,46,122470,0.63,0.08,0.96,1
Behind explain rate,Kyle Brady,electronic,67,163423,0.71,0.02,0.92,1
Determine himself stop if,Edward Mitchell,folk,0,243646,0.14,0.47,0.76,0
Expect system ok,Marvin Shaw,reggae,53,147730,0.43,0.55,0.51,1
Race statement piece,Destiny Roberts,hip hop,25,297431,0.6,0.76,0.63,1
Born pressure red,Lindsay Orr,jazz,62,151618,0.54,0.49,0.84,0
Same real,Kathleen Lang,reggae,71,147798,0.9,0.01,0.8,0
Group approach vote,Jennifer Mcpherson,folk,100,212247,0.47,0.97,0.03,0
Up mind,Brandi Yates,jazz,37,170896,0.8,0.13,0.88,0
Some security side north,Marvin Shaw,hip hop,50,273375,0.04,0.99,0.6,1
Involve better pay,Mary Martin,folk,58,188047,0.4,0.47,0.39,1
Prove when white,William Livingston,classical,55,282462,0.69,0.25,0.85,1
See,Roberto Heath,hip hop,41,134396,0.74,0.84,0.89,0
Side probably,William Livingston,metal,0,245918,0.93,0.22,0.36,1
Career can,Jonathan Atkins,hip hop,27,149492,0.62,0.87,0.58,1
Toward impact,Jonathan Atkins,folk,64,137290,0.22,0.01,0.91,1
Teach feel,Wesley Nelson,rock,40,179934,0.05,0.1,0.91,1
Happen third student,Nicholas Meyer,reggae,46,264192,0.99,0.7,0.4,0
Season mouth scene,Brandi Yates,electronic,78,206506,0.23,0.55,0.09,1
Candidate ability season,Marvin Shaw,pop,97,192387,0.91,0.42,0.77,0
It Congress,Derrick Flores,reggae,74,231276,0.86,0.12,0.47,1
Reduce beyond,Edward Mitchell,classical,97,149141,0.14,0.77,0.91,1
Be cold north,Abigail Watkins,classical,17,181396,0.59,0.77,0.5,0
Place if,Jennifer Mcpherson,classical,33,160570,0.38,0.94,0.05,1
What money follow that,Donna Ellis,hip hop,93,220493,0.02,0.3,0.29,1
North husband,Aaron Phillips,jazz,98,241261,0.47,0.04,0.06,0
Personal,Janice Schaefer,pop,26,136029,0.83,0.46,0.36,1
She person fear,Christopher Gomez,reggae,82,180261,0.48,0.72,0.22,1
Consumer member medical,Clayton Stone,classical,29,258956,0.02,0.19,0.44,0
Future road,Derrick Flores,jazz,41,240329,0.67,0.38,0.16,0
Go small,Julia Green,classical,98,223396,0.69,0.4,0.15,1
Member recently,Mr. Norman Bender DDS,hip hop,66,198710,1.0,0.45,0.43,0
Onto other someone,John Evans,pop,83,218893,0.68,0.14,0.95,0
Suggest kitchen,Nichole Drake,classical,93,263783,0.97,0.4,0.42,0
Fine,Kathryn Holloway,classical,16,177118,0.89,0.43,0.5,1
Brother meeting just,Kathleen Lang,pop,85,127919,0.8,0.52,0.94,1
Cause site,Jesse Mccarthy,electronic,7,207715,0.78,0.78,0.26,1
East religious natural,Amanda Huffman,pop,67,278330,0.77,0.47,0.58,0
Would term recent,Kathryn Holloway,classical,57,232476,0.95,0.78,0.31,1
Better factor its,John Evans,metal,7,244174,0.5,0.88,0.5,1
Medical mouth positive,Julia Green,classical,20,234382,0.85,0.59,0.86,0
From class,Julia Green,folk,18,167429,0.48,0.86,0.75,0
Story ball,Nicholas Meyer,reggae,26,167254,0.06,0.18,0.94,0
Detail along protect,Abigail Watkins,reggae,13,139663,0.84,0.83,0.65,1
Or treat skin,Kathryn Holloway,metal,15,248927,0.11,0.16,0.78,0
Involve new,Jennifer Mcpherson,folk,14,195746,0.27,0.55,0.58,0
World want owner,Jennifer Mcpherson,pop,22,147149,0.84,0.96,0.01,0
City career writer,Richard Fields,hip hop,23,228320,0.99,0.98,0.79,0
Near past,Antonio Jones,rock,23,297893,0.4,0.5,0.08,1
Decade goal eye,Richard Fields,folk,9,238116,0.46,0.89,0.02,0
Goal late,Alexa Pace,rock,24,236824,0.89,0.04,0.34,0
Seem good,Jonathan Atkins,pop,74,171979,0.21,0.41,0.46,1
Fine morning near every,Kathryn Ruiz,jazz,73,178687,0.85,0.86,0.44,1
Necessary approach,Aaron Phillips,reggae,30,265544,0.01,0.22,0.56,1
Important,Julia Green,classical,7,160966,0.88,0.62,0.61,1
So quite case arrive,Jasmine Smith,rock,77,177405,0.74,0.22,0.46,0
Billion attention night may,Jesse Mccarthy,reggae,69,142808,0.16,0.57,0.82,0
Imagine decide,Brittany Avila,classical,6,198240,0.97,0.56,0.43,0
Economic goal,Kristen Luna MD,metal,53,238636,0.4,0.33,0.17,0
Upon benefit,Brittany Avila,folk,38,213296,0.98,0.59,0.26,1
Phone difference,John Evans,pop,92,120149,0.51,0.55,0.3,0
Already service true,Edward Mitchell,metal,63,215259,0.75,0.85,0.02,0
Consider eye necessary,Wesley Nelson,folk,85,147074,0.57,0.84,0.17,0
Front yard,Jesse Mccarthy,hip hop,98,140382,0.9,0.78,0.94,0
Force beautiful room,Antonio Jones,pop,33,262138,0.57,0.03,0.23,0
Significant push,Erika Norton,classical,31,174077,0.17,0.96,0.24,0
Day already,Anne Flynn,pop,47,290911,0.81,0.34,0.97,0
Mention,Kyle Brady,electronic,36,206130,0.8,0.68,0.03,1
Maybe task change,Mr. Norman Bender DDS,folk,71,194668,0.7,0.21,0.19,0
Beat education before,Lacey Shaw,electronic,37,184563,0.39,0.16,0.43,0
Institution per,Richard Fields,folk,44,267935,0.75,0.54,0.65,0
Help trial,Antonio Jones,hip hop,96,190837,0.09,0.88,0.06,1
Daughter remember,Charles Conley,metal,78,277586,0.61,0.95,0.12,0
Now,Alexa Pace,reggae,25,139727,0.48,0.31,0.37,0
Agreement but into,Wesley Nelson,rock,49,167776,0.6,0.87,0.64,0
Camera notice issue,Kyle Brady,reggae,79,145634,0.59,0.18,0.45,0
Data across,Lindsay Orr,rock,47,180848,0.72,0.13,0.42,1
Exactly,Charles Conley,reggae,19,295054,0.85,0.63,0.4,1
Professor war,Anne Flynn,rock,89,126659,0.89,0.43,0.45,0
Age size heavy,Wesley Nelson,pop,73,275475,0.16,0.74,0.53,1
From present executive,Destiny Roberts,classical,34,136012,0.19,0.71,0.06,0
Special say role,Mary Martin,classical,1,203308,0.09,0.21,0.77,0
Organization range never,Clayton Stone,rock,30,294637,0.84,0.52,0.44,1
Like its,Julia Green,hip hop,59,278718,0.97,0.37,0.74,0
Financial catch concern,Roberto Heath,hip hop,64,262935,0.24,0.82,0.63,1
Because suffer,Marvin Shaw,folk,75,167273,0.74,0.97,0.3,1
Ball friend,Christopher Higgins,reggae,55,249160,0.63,0.83,0.2,0
Sound environmental from,David Baker,electronic,21,274379,0.59,0.56,0.35,1
Tough happy water central,Lacey Shaw,pop,43,242492,0.72,0.67,0.96,1
Window according worker,Jennifer Black,pop,42,286865,0.5,0.78,0.74,0
Decade option,Lacey Shaw,folk,99,204053,0.7,0.71,0.48,1
And,Richard Fields,hip hop,94,253146,0.27,0.48,0.66,0
Believe,Clayton Stone,classical,27,287155,0.87,0.74,0.08,1
Hear push politics,Mr. Norman Bender DDS,hip hop,20,165249,0.18,0.35,0.75,0
Party Republican long,Nicholas Meyer,classical,84,286626,0.41,0.76,0.99,1
Blood bed,Mr. Norman Bender DDS,hip hop,52,169467,0.59,0.25,0.18,0
Contain interest hospital,Lacey Shaw,rock,20,184404,0.92,0.09,0.57,0
Woman song number,Wesley Nelson,pop,77,291736,0.42,0.17,0.69,0
